,text
3586,finnish fibers and plastics producer suominen corporation omx helsinki suy v reported on wednesday october an operating loss of eur m on net sales of eur m for the third quarter of 
3587,finnish neste oil that was previously on the list has fallen off the list completely 
3588,finnish silicon wafer technology company okmetic oyj omx helsinki okm v said on wednesday september that it will invest eur m in its sensor wafer business during 
3589,finnish silicon wafers maker okmetic oyj said on september that it will invest a total of mln euro mln in its sensor wafer business 
3590,finnish sports equipment company amer sports said it has decided to lay off workers from its salomon division in france 
3591,fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company wartsila corporation 
3592,fiskars r founded in is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the us 
3593,fl group s private equity division manages all operating companies including icelandair group fl travel group bluebird and sterling 
3594,following the acquisitions panostaja will establish a new business unit which will focus on heat treatment of metals 
3595,following the demerger the vice president of the group s pharmaceutical trade in finland jukka niemi will be appointed managing director of oriola in addition to his current responsibilities 
3596,following the divestment fiskars s outdoor unit will comprise the brands gerber silva and buster and will focus on multitools knives compasses mobile lighting pedometers and aluminium boats 
3597,following the issue the number of shares in the swedish company will grow by 
3598,following the transaction tulikivi restructured its operations into the soapstone fireplaces business natural stone product business and ceramic products business units 
3599,for net profit was eur million and the company paid a dividend of eur apiece 
3600,for net profit was eur m and the company paid a dividend of eur apiece 
3601,fortum is now considering taking part in nuclear energy projects outside of finland 
3602,from on the emphasis of kyro s strategy has been on glaston s growth 
3603,garmin fell percent to at pm in new york while google slid percent at 
3604,ge is building the facility with wind power developer invenergy wind llc 
3605,glaston headquartered in tampere finland is a growing and international glass technology company 
3606,group net sales in the third quarter of totaled eur mn and operating profit eur mn 
3607,gs engineering will install the valves at a liquefied natural gas lng plant it has built for uae lng extraction and gas plants operator gasco in ruwais uae 
3608,guangdong october sinocast nokia telecommunications dongguan branch entered into a letter of intent to open a nokia class in qingyuan polytechnic qingyuan city of guangdong province 
3609,he joins technopolis from kone where he has held various positions within the group most recently as director of service business and business development for kone s middle eastern operations 
3610,high winds also toppled three semitrailers on i north of barstow 
3611,hk ruokatalo s target is to know the consumers 
3612,honkarakenne s customer in this project is one of the biggest real estate companies in kazakhstan according to the company 
3613,however the production is almost entirely very labor intensive and based on small investments only 
3614,in the company intends to invest significantly in expanding its distribution and maintenance network 
3615,in etteplan had turnover of eur m
3616,in the group s net sales stood at eur million and it had about employees 
3617,in etteplan reported a turnover of eur m
3618,in avc systemhaus had net sales of eur million usd m 
3619,in stockmann earned million lats in profit on million lats in turnover 
3620,in sanoma magazines expects net sales to be at the level 
3621,in addition the company is considering the start of production in russia 
3622,in addition the company will reduce a maximum of ten jobs 
3623,in addition the kazakh delegation will visit finland s sitra investment fund honkarakenne ltd and nokia headquarters to study teliasonera ltd jsc s activities 
3624,in addition to its stake in megafon telecominvest currently owns of shares in web plus and st petersburg payphones in telecom equipment producer peterservis and a number of other minor assets 
3625,in addition to russia we now seek additional growth in ukraine 
3626,in addition to software development the new design unit will provide for mechanical engineering and electronics design 
3627,in addition to verification of an identity and digital signatures new stateapproved mobile id enables to cast votes in elections as well 
3628,in april olvi s range of ciders will expand with a strawberryrhubarb and an applepear cider in green bottles with a new shape 
3629,in apriljune scanfil s net sales totalled eur mn and operating profit eur mn 
3630,in banking sampo a was unchanged at eur and nordea rose pct to eur 
3631,in finland alma media will focus on quality and developing chain operations 
3632,in finland the five largest brands control of the beer market 
3633,in finland finnish pharmaceutical company orion corporation omx helsinki ornav said on wednesday january that it has concluded its personnel negotiations in finland and will reduce the number of personnel by 
3634,in july it and quadriga capital sold their lewa gmbh pumpmaking business to japan s nikkiso co 
3635,in november the finnish government decreased its ownership in the company further to percent from percent 
3636,in sweden the agreement covers data communication services as well 
3637,in the automobile space maruti is the most searched brand in cars 
3638,in the autumn it plans to expand service to st petersburg and moscow and launch service to yekaterinburg russia flying there three times a week 
3639,in the beginning of the negotiations the estimated number of reductions was at the maximum 
3640,in the czech republic the profiling unit at ostrava will be closed and the machinery will be relocated to ruukki s bigger plants in hungary poland and romania by the end of the first quarter of 
3641,in the czech republic the smaller profiling unit at ostrava will be closed and the machinery will be gradually relocated to ruukki s bigger plants in hungary poland and romania by the end of the first quarter of 
3642,in the first quarter of sacanfil s net sales totalled eur mn and its operating profit eur mn 
3643,in the third quarter of net sales totaled eur mn and operating profit eur mn 
3644,incap contract manufacturing services pvt ltd a subsidiary of incap corporation of finland is acquiring the manufacturing unit of the tvs electronic ltd at tumkur near bangalore for rs crore 
3645,inha works has invested in its product development and market research 
3646,it comes complete with an lcd touch screen system for selection of your chosen function and prices start at around the pounds mark 
3647,it grew in finland norway denmark and the baltic countries 
3648,it includes options for additional communal building sites as well as construction supervision works for all construction sites 
3649,it is being developed by symbian the software licensing consortium led by nokia 
3650,it is estimated that the consolidated turnover of kausta guder will reach lt mn us mn eur mn in 
3651,it is the first application in the market for invoice and purchase requisition approval with a mobile device 
3652,it now owns shares in amer sports corporation equaling of the company s share capital and voting rights 
3653,it posted a turnover of mln euro mln and an operating profit of mln euro mln for 
3654,ixonos will finance the acquisition through a mln euro mln loan 
3655,jærvisuomen portti is also planning to reduce the use of sodium nitrite 
3656,karachi sept ixonos a world leader in the development and integration of solutions for handheld devices announced that it is implementing a touch screen mobile user interface solution for the intel atom processor z xx based smartphones 
3657,kaukotelko s centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and group administration by the end of the year 
3658,kemira s rd organization comprises approximately people the company said 
3659,konecranes has previously communicated an estimated reduction of about employees on group level in 
3660,lt also acquired a pct stake in local sector company salvor oy at the beginning of september 
3661,laavainen said benecol was well known in europe and the us where it had been in the market for years 
3662,latin america currently accounts for approximately of sales at tecnotree company president and ceo eero mertano recently told bnamericas 
3663,latvenergo has ordered a significant expansion to the tekla xpower network information system 
3664,lcs s services cover the whole life cycle of software and information systems from process modelling and tailored software development to hosting services solution management maintenance and support 
3665,lemcon has also signed a precontract for the purchase of the park s entire hectare site 
3666,lieksaare oy has earlier been regarded under the control of saarelainen oy and the individual shareholders under the shareholder agreement 
3667,liquid handling products include electronic and mechanical pipettes disposable tips as well as pipette maintenance and calibration services for research institutions healthcare and industrial laboratories 
3668,adp news jan finnish industrial and environmental measurement equipment maker vaisala oyj omx vaias said yesterday it will develop an operational reference radiosonde for climate change observations 
3669,adpnews dec norwegian financial services group sparebank gruppen as osl sbgrp said its board of directors appointed today jarle haug managing director of its claims collection subsidiary sparebank gruppen finans
3670,mækelæ is demanding a new board for the company as well as discussions on the merger of alma media and media company talentum 
3671,marathon estimates the value of its remaining stake in protalix at million 
3672,margin call of zanadvorov has given the chance to make such purchase under the credit of deutsche bank for usd million 
3673,marimekko is considering further measures in the matter 
3674,marketing will use tikkurila s existing infra structure and local knowledge in russia 
3675,metsaliitto will sell million b shares of neomarkka accounting for about pct of neomarkka s equity and about pct of the voting rights 
3676,moreover konecranes and kito intend to transfer the hoist distribution business of konecranes japanese joint venture mhs konecranes to kito 
3677,most of the growth in beer consumption took place in the far east latin america and africa 
3678,most of the new substations support edge technology which enables faster data traffic 
3679,most of the raw materials come from europe and the us and are paid in euros or us dollars while sales take place in rubles 
3680,most recently he founded virent energy systems inc an person catalytic biofuels company where as president and ceo he led the company through multiple financings defined the company s market strategy and secured the company s first customers 
3681,motorola accounted for percent of the south korean handset market as of the end of april samsung held percent and lg electronics percent according to koreabased atlas research group 
3682,motorola inc of the united states came second with shipments of million units for a percent market share followed by south korea s samsung electronics co with shipments of million units for an percent share 
3683,mr jortikka is president of the base metal division of outotec oyj in finland and is on the executive committee of outotec 
3684,mr kr vasantha has been appointed managing director of incap contract manufacturing services pvt ltd 
3685,mr doring has been with eaton since and acted as the business unit manager for eaton s power controls business unit since january 
3686,mr koistinen joins from nokia siemens networks where he has held various senior sales management and business development positions since 
3687,mr mcdonald started the evening with his own set featuring hits from his solo career and his doobie brothers years and a selection of rb cover songs that met with mixed results 
3688,mreal corporation stock exchange announcement september at pm kyro corporation and mreal corporation a metsaliitto group subsidiary have agreed on an arrangement which gives mreal option to purchase the kyroskoski natural gas powerplant from kyro 
3689,mreal plans to discontinue production of standard coated fine paper in the hallein and gohrsmhle mills 
3690,neste oil will offer outplacement services to the employees to be reduced 
3691,news corp s myspacecom web site will display submissions for the expanded broadband emmy awards as part of an effort to identify aspiring video artists 
3692,niam offer financial investors a high return via investments in funds that in turn invest in all types of properties 
3693,no changes regarding the virala oy ab s ownership of shares of tiimari has taken place 
3694,no financial details of the deployment were disclosed 
3695,no financial or pricing details were disclosed 
3696,no planned closing date was provided 
3697,no service pricing details were disclosed 
3698,nordea bank ab publ holds alma media shares representing of share capital and voting rights 
3699,nordea pankki suomi oyj s ownership in stonesoft corporation has decreased below 
3700,nordea will coordinate the syndicated loan 
3701,nordstjernan has used its option to buy another stake of salcomp s shares and votes 
3702,nviro operates processing facilities independently as well as in partnership with municipalities 
3703,okmetic closed its plant in espoo in early and all production lines from the site were moved to okmetic s plants in vantaa finland and texas usa 
3704,okmetic has a global customer base and sales network production plants in finland and the us and contract manufacturers in japan and china 
3705,on preliminary estimate the hotel will operate under the brand novotel 
3706,one of the largest projects of the magazine division of sanomawsoy sanoma magazines international in became launch of the russian magazine gloriya 
3707,operating profit of operations in finland in the period under review totaled eur mn remaining at the level 
3708,oppohjola group s capital adequacy ratio under the act on credit institutions stood at and tier ratio at 
3709,our customers include companies in the energy and process industry sectors in particular 
3710,our key geographical markets are europe russian federation middleeast southafrica and japan 
3711,our tools are specifically designed with the needs of both the business users and ict experts in mind 
3712,outotec s delivery covers the engineering supply and construction of a circulating fluid bed calcination plant with a capacity of tons of alumina per day 
3713,ova press has a stake in the joint venture while imsm holds a stake 
3714,panostaja owns a pct of share capital and the voting rights of suomen helasto shares following an exchange of shares which was carried out on may 
3715,panostaja plc today acquired the entire share capital of suomen graafiset palvelut ltd a provider of printing services 
3716,paper company mreal calculated that if biscuit cartons are made using a gsm lighter board the co saved over the course of months would be equal to that generated by driving km by car 
3717,paper stocks were among the biggest fallers with stora enso down pct to eur mreal down pct to eur and upmkymmene pct lower at eur 
3718,part of the reductions will be made through retirement arrangements 
3719,payment for acquired shares will be made in cash and the price per share will be eur plus an administration fee 
3720,pct lower at 
3721,pharmaceutical market in czech republic global research data services published recently a market analysis about the pharmaceutical markets in czech republic 
3722,pharmaceutical market in italy global research data services published recently a market analysis about the pharmaceutical markets in italy 
3723,pharmaceutical market in netherlands global research data services published recently a market analysis about the pharmaceutical markets in netherlands 
3724,previously it projected the figure to be slightly lower than in 
3725,previously the company expected its financial performance to remain at the same level as in 
3726,profit after taxes totaled eur mn 
3727,qpr processguide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version qpr processguide xpress 
3728,quartal oy now owns shares in satama interactive plc which represents per cent of the share capital and voting rights 
3729,renesas mobile europe ltd has approximately employees in oulu 
3730,rihko said the sale will enable the company to concentrate on its grainbased business 
3731,rihko started to manage raisio s benecol business in summer after heading tobacco company altadis european operations 
3732,rim has revamped the blackberry os ui with the version of the mobile operating system 
3733,rimi supermarket is the key customer in magistral center 
3734,rimvesta is now controlled by the estonianowned real estate development company ell nekilnojamas turtas which a member of merko the largest construction group in the baltic countries 
3735,risto raty tekla s executive vice president said that tekla structures and archicad will cover the entire design and documentation workflow throughout a construction project 
3736,rohwedder group is an automotive supplies telecommunications and electronics industry provider for customers in europe north america and asia 
3737,rosa is one of the bestknown duckburg illustrators 
3738,rsa s shares closed at p at the time of going to press 
3739,rubin says he expects capman to announce additional transactions in 
3740,russia s video international group holds a controlling stake in russian media ventures 
3741,s outokumpu technology business will begin trading on the nordic exchange in helsinki starting oct becoming the sixth company to list on that exchange this year the company said friday 
3742,salo finland august benefon has today announced its plans to further strengthen its inhouse technology platform by licensing the complete mobile software platform opna from its longstanding technology partner pollex 
3743,sampo group that has become a major shareholder in nordea owns trygvesta s main competitor if p c insurance 
3744,scanfil holdings include of contract electronics manufacturer scanfil ems group 
3745,since the registration of the shares subscribed in a directed share issue the new number of panostaja shares and voting rights is 
3746,stora enso s business in north america has annual capacity of about million tons and employs about people 
3747,stora enso will receive a pct equity interest in the combined company 
3748,stora is due to release its fourthquarter and fullyear earnings on feb 
3749,storengy is the gdf suez company that is dedicated to the underground storage of natural gas 
3750,strand associates is expanding its madison corporate headquarters with space to add about employees to the engineering firm 
3751,talentum acquired a pct stake in varesvuo partners in and the remaining in and 
3752,technopolis st petersburg s telecommunications university and the russian support fund for legislative initiatives signed a protocol of intent in may of this year to set up a technopark in st petersburg on the base of the st petersburg telecommunications university 
3753,technopolis has finnish operations in oulu vantaa espoo lappeenranta jyvaskyla and tampere and is also preparing to expand its operations to russia 
3754,technopolis has set aside a plot of land measuring hectares to build the park mikkonen said 
3755,tekla group s net sales for were approximately million euros and operating result million euros 
3756,teleste expects to start the deliveries at the end of 
3757,thanks to its extensive industry and operations experience cybercom offers strategic and technological expertise to these markets telecom industry media public sector retail and banking and financial services 
3758,that address also happens to house italian megamart eataly meaning that come on kids we re going to the toy building 
3759,the c expo is a signature show in dongguan which is supported by the dongguan municipal government every year featuring computer accessories software communication and network products 
3760,the acquired business main asset is a mobile authentication and signing solution branded as tectia mobileid which provides authentication to web email sslvpn ms sharepoint tectia secure solutions and other applications and resources 
3761,the acquisition is part of ramirent s central and eastern european growth strategy 
3762,the acquisition is part of ramirent s strategy to strengthen its position in selected locations 
3763,the agreement includes application maintenance and support services 
3764,the agreement includes the entire process of managing mercator s supply chain in all regions where the company is currently present 
3765,the americas represents of gemalto s billing and latin america is one of the fastest growing regions for the company 
3766,the annual value of the contracts is estimated at usd mn over the next three years 
3767,the area will also include some central buildings and honkarakenne has started negotiations on their delivery 
3768,the bank also expects additional costs related to the dash q jets which the group shelved in october 
3769,the bank s leasing arm nordea liising ended the year with a profit of million euros 
3770,the board established a remuneration committee with following members sari baldauf chairman tapio hintikka heikki westerlund in addition the board decided to appoint a nomination committee at a later stage 
3771,the bond with a maturity of five years is part of the bank s domestic bond program 
3772,the bridge is part of the highway development project 
3773,the building will house product development and test laboratories 
3774,the business area s net sales were slightly over m in 
3775,the business development initiatives in north america are headed by lynn shanahan 
3776,the business is organised as of february in a way that production of design services is combined into one entity etteplan operations 
3777,the business transfer will take effect from january and in connection with this employees will transfer from elisa to daxtum as continuing employees 
3778,the center will be built in the kapuli district of mantsala beside the hankomantsalaporvoo road near the new direct rail link between lahti and jarvenpaa 
3779,the changes in readership were not significant 
3780,the closing of such transaction took place today 
3781,the closing of the transaction is scheduled to take place on january 
3782,the combined capital of these funds is expected to be eur mn mn 
3783,the combined company had proforma net sales of mln euro mln and an operating profit of mln euro mln for 
3784,the commission found evidence of several meetings to discuss the cartel including one in a brussels restaurant in november at which the companies discussed price increases 
3785,the committee proposes the following remuneration a monthly remuneration of eur for the chairman eur for the deputy chairman and eur for the other board members 
3786,the companies will divest to upm fray bentos pulp mill and forestal oriental a company specialising in eucalyptus cultivation 
3787,the company which has eur bn in assets counts among its five largest shareholders finnish insurers ilmarinen and varma as well as the finnish state pension fund ver 
3788,the company also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting system 
3789,the company also said that the deployment of the danish g network continues and it expects to cover of the danish population in 
3790,the company decided at the end of to temporarily shut down its ammonia plant in billingham and extend the maintenance period at its ince facility 
3791,the company did not distribute a dividend in 
3792,the company expects its net sales for the whole to be at previous year levels 
3793,the company expects its net sales for the whole of to be eur mn mn 
3794,the company had net sales of eur million in and today has approximately employees in finland estonia and poland 
3795,the company had net sales of eur mn and a pretax profit of eur mn in 
3796,the company has employees and annual sales of approximately eur m 
3797,the company has an annual turnover of eur m
3798,the company is involved in the the sale of financial products including insurance mortgages car and personal loans financial brokerage and equipment finance leasing 
3799,the company operates through four principal divisions consumer packaging office papers speciality papers as well as market pulp and energy 
3800,the company plans to increase the unit s specialist staff to several dozen depending on the market situation during 
3801,the company reported net sales of mln euro mln and an operating margin of pct in 
3802,the company s set of services include digital printing printing preparation offsetprinting aftertreatment services and send out services 
3803,the company s transportation business is conducted through florida rock tank lines which is a southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities 
3804,the company said that of the shares of the holding company will be sold to meadville holdings limited a hong kong listed parent company of the meadville group 
3805,the company said that it has agreed to a eur m unsecured credit line from lenders 
3806,the company said that previously eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators 
3807,the company said that the operations will be sold to a newly established company cps gmbh where the present management of the plastics business is a coowner 
3808,the company will use the assets for strengthening its balance sheet and financial position 
3809,the composite body is coated with a hard coating layer produced by thermal spraying and the coating is ground 
3810,the connectivity unit has more than einvoice customers and the number of annual transactions stands at nearly one million 
3811,the contract includes an option to deliver an additional ascs in the next phases of the project 
3812,the contract is worth some eur million 
3813,the contract value amounts to eur million 
3814,the credit covers approximately of the ship s price 
3815,the customer is cooperative retailer osuuskauppa suursavo 
3816,the customer is local company etera mutual pension insurance co and the principal tenant of the unit will be media company alma media corp hel aln v 
3817,the customer is then forwarded to the site and unknown to him logged in with the first number 
3818,the deal includes all rental equipment and related merchandise the rental contract of the depot and two employees the company said 
3819,the deal is in line with etteplan s strategy to operate as a partner of global customers and provide industrial technology design services 
3820,the decision reflects the underutilisation of the line which produces nonwovens used in medical and wipes applications as well as for the automotive industry 
3821,the decision will have to be made whether the group agrees to the import of estonian meat and meat products to finland the paper added 
3822,the devices also contains finnair s own application for compiling customer feedback and ideas for product development 
3823,the devices would be launched in the chinese market in late the company said 
3824,the diameter protocol is developed according to the standards ietf rfc and ietf rfc 
3825,the divested activities had net sales of eur million in and an operating profit of eur million 
3826,the divested company is part of tietoenator s business area government manufacturing retail 
3827,the dividend will come on top of the eur on a shares and on k shares it has already paid on last year s accounts 
3828,the division also includes joint sales marketing and controlling functions for these units 
3829,the ea reng group posted sales of approximately million kroons for 
3830,the ebrd is using its own funds to provide a million a loan while the b portion of million euros has been syndicated to two finnish commercial banks nordea bank finland plc and pohjola bank plc 
3831,the ebrd is using its own funds to provide a million a loan while the b portion of million euros has been syndicated to two finnish commercial banks nordea bank finland plc million euros and pohjola bank plc million euros 
3832,the ebrd is using its own funds to provide a mln a loan while the b portion of mln euros has been syndicated to two finnish commercial banks nordea bank finland plc mln euros and pohjola bank plc mln euros 
3833,the economic development and trade ministry and industry and energy ministry along with the kostroma regional administration and the russian lumberman and timber exporters union has been carrying out work to acquire investment for the construction of a pulp and paper mill in neya since 
3834,the electricity requirement of networks will grow with the new mobile generation 
3835,the employment contracts of of the employees will end in march as a result of the company s previous employeremployee talks 
3836,the energy sector accounted for approximately and the steel industry for about of the transportation volume 
3837,the enterprise value of maritim food as has been determined as approximately eur m 
3838,the equipment ixonos acquires with this deal includes mechanical engineering hardware an rf and antenna measurement laboratory facilities for the measurement of audio cameras and displays as well as devices and robot units for the testing of mobile devices 
3839,the equipment will be made at vaahto s plant in hollola in finland and delivery is scheduled for the first quarter of 
3840,the estimated annual value of the frame agreement is about eur mn 
3841,the estimated value of the deal is usd million 
3842,the eur m contract includes both design and construction works 
3843,the executive said that countries such as brazil chile argentina and mexico will lead the adoption in the business ethernet services segment while brazil and mexico will be the early adopters of carrier ethernet for mobile backhaul 
3844,the expanded company will continue to be called newpage 
3845,the expanded plant is scheduled to be operational by the middle of october 
3846,the expansion is to be finalized in the autumn of 
3847,the expansion will be delivered in the fourth quarter of 
3848,the facility consists of a seven year bullet term loan of mln euro mln and a mln euro mln five year revolving credit facility 
3849,the facility will have a lettable area of some sq m the plot for the plant located in the ratasmaki business park will be purchased from the city of forssa 
3850,the figure does not include food exports from finland 
3851,the figure includes the change in the fair value of the property portfolio eur million 
3852,the filter tips cover the volume range from ðl including new sizes for and ðl volume capacities 
3853,the final outcome of the rights offering is to be reported around october 
3854,the firm builds components for mobile phones and other communications products 
3855,the goal is significant expansion in finland and in the northern baltic region 
3856,the government started the selloff last month putting an percent stake in teliasonera on the auction bloc 
3857,the group posted net sales of mln euro mln and an operating profit of euro mln in 
3858,the group s net sales in were eur m
3859,the group s turnover in was eur million and operating profit was eur million 
3860,the liquid handling segment offers laboratory equipment and accessories including mechanical and electronic pipettes and disposable tips used in the research institutions universities and hospitals as well as in the pharmaceutical food and other industries under the biohit brand 
3861,the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila s factory at khopoli near mumbai 
3862,the manufacturing will begin in pietarsaari in the beginning of the year and the delivery will take place in october 
3863,the markets expect heineken to sell hartwall as a whole or in parts 
3864,the merger between the two telecoms operators was expected to result in the world s fourth largest telecoms operator 
3865,the most significant capital expenditure items were in the global enterprise resource planning erp project product development and production machines 
3866,the move will be carried out by transferring hkscan s productionrelated property plant equipment as well as its holdings in subsidiaries and associate companies in the country to hkscan finland 
3867,the net sales of healthcare trade business in were eur million eur million and operating profit eur million eur million 
3868,the net sales of the power plants business were eur million in 
3869,the new shares entitle their holders to dividends for fiscal 
3870,the newly created position has been established to strengthen amer sports management in strategic planning and execution 
3871,the newspaper s best sales asset is high quality journalism and journalistic content 
3872,the nonrecurring costs caused to talentum s premedia business area by the restructuring will amount to mln euro mln and will be included in the company s financial results for the second quarter of 
3873,the ongoing project where tekla structures is being used is the vashi exhibition centre being developed by insteel engineers pvt ltdiivrcl infrastructures projects ltd cidco 
3874,the operations to be sold include manufacturing units in finland france poland and turkey as well as sales units in germany and lithuania 
3875,the options might include a partial or total divestment of their shareholdings in ovako 
3876,the orangehandled scissors from fiskars are part of the permanent design collection of the museum of modern art in new york as well as the philadelphia museum of art 
3877,the order also covers design services hardware software licences as well as maintenance services over six years 
3878,the order also includes extensive maintenance work of a shoe press delivered by vaahto in 
3879,the order consists of outsourced application management support and planning for tecnotree and thirdparty applications 
3880,the order includes ship cranes that will be delivered for container feeders to be built at wenchong shipyard in china 
3881,the order values at eur mn and it consists of design services and hardware and software licences 
3882,the orders also include a few highpower drives for the control of seismic compressors 
3883,the orders are for machineroomless kone monospace elevators which would be installed during 
3884,the oulu plant employs approximately people 
3885,the percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the trade register and the total number of voting rights related to them 
3886,the pershare subscription price of the shares subscribed with the option rights was eur 
3887,the plant is scheduled for completion in late february with hand over of some areas in january two other suppliers of nokia aspocomp group oyj and perlos have announced their plans to establish plants within the nokia complex together they will invest rs crore 
3888,the polish business employs about people and it had net sales of about eur mn in 
3889,the portfolio comprises of m of leasable space with a vacancy rate of roughly let to around tenants of which two of the largest are the swedish government and ericsson 
3890,the production capacity can be tripled without any major additional investments the company said 
3891,the program which was started in the summer of was originally estimated to last approximately two years 
3892,the proposal of the shareholders to elect mr hannu krogerus to the board is based on his long and unrivalled experience and knowledge of all matters related to elcoteq 
3893,the remainder of its revenues will come from technology agreements with other firms interdigital said 
3894,the remaining amount will be funded through debt the danish bank said 
3895,the reorganisation will be carried out by transferring hkscan corporation s productionrelated property plant and equipment in finland as well as its holdings in subsidiaries and associates to hkscan finland oy a holding company wholly owned by hkscan corporation 
3896,the report contains category level company and brand share as well as distribution share information for and 
3897,the result before taxes was a loss of million euros 
3898,the results will enable the preparation of a conceptual plant design and capital estimates 
3899,the retail chain launched in does not correspond to profit and sales forecasts of the company 
3900,the russian gas giant invested another million litas in the company in late and now owns percent of its stock capital which amounts to million litas 
3901,the second company acquired is sweden s reftele maskinservice ab whose business is mainly field services and spare parts manufacturing with employees and mln eur sales a year 
3902,the segments through which the company operates are frozen food business seafoods vegetable oil business grain trading and other business operations 
3903,the selling consortium includes funds managed by oko bank s venture capital unit bio fund management and finnish industry investment a governmentowned investment group 
3904,the solution is demonstrated on a tablet developed by aava mobile as a multiwindow system which enables the use of several applications simultaneously for example the viewing of messages and calendar side by side 
3905,the solution will be installed in the usa to support the north american operations of the customer 
3906,the staff reduction will start immediately glaston added 
3907,the stockmann department store will have a total floor space of over square metres and stockmann s investment in the project will have a price tag of about eur million 
3908,the studies are expected to start in 
3909,the swedish buyout firm has sold its remaining percent stake almost eighteen months after taking the company public in finland 
3910,the swedish maritime administration has closed the furusund channel which viking line normally charters en route to stockholm 
3911,the tanks will be delivered to a company which is currently building a chemical tank farm in antwerp northern belgium 
3912,the tekla structures product box if needed is now made from recycled material 
3913,the terms of the transactions remained undisclosed 
3914,the through service of fesco is a telling example of strengthening the relationship between logistics companies and operators at the international level 
3915,the total capacity of the factory will be approximately engines a year 
3916,the total emissions reduction from to will be thus 
3917,the total floor area of the plant expansion is square metres 
3918,the total headcount reduction will be persons the company said 
3919,the total investment in and is expected to amount to about eur m 
3920,the total investment in the company will be eur m of which wartsila s share will be eur m 
3921,the total investment of the project will be approximately eur m 
3922,the total value of the agreement is usd m the company said 
3923,the total value of the contract is some eur million 
3924,the total value of the deal is usd mn 
3925,the total value of the project is about eur m including the plots that will be transferred to atria 
3926,the total value of the project is estimated to be over mln euro mln of which the services will be over mln euro mln and thirdparty licences more than mln euro mln 
3927,the total value of these two contracts is over eur million 
3928,the transaction is planned to be financed with a eur m marketbased loan granted by standard chartered bank hong kong 
3929,the transaction value is cad million approximately eur million 
3930,the unit s clients are mainly in the field of specialist convenience goods as well as in the textile shoe and furniture businesses 
3931,the value of the contract is about eur mn 
3932,the value of the contract is about eur m poyry headquartered in vantaa finland provides consulting and engineering services to the energy forestry and infrastructure environment sectors 
3933,the value of the contract is eur mn 
3934,the value of the contract is in total usd m 
3935,the value of the contracts is about eur mn 
3936,the value of the deal has not been disclosed 
3937,the value of the deal is estimated at between sek m and sek m 
3938,the value of the deal was not disclosed 
3939,the value of the multiyear agreement is over eur mn a year 
3940,the value of the threeyear contract is estimated at eur m 
3941,the value of this kind of order amounts usually between euro and million 
3942,the webmarela application handles invitations to quote quote comparisons agreements purchases invoice inspections inventory management and deliveries 
3943,the venture which will be owned by kemira and by ivrcl will operate an inorganic coagulant manufacturing facility to be built in vishakapatnam vizag in the state of andhra pradesh and to kick off operations in the second half of 
3944,the workforce will be reduced also in the amsterdam office in the netherlands 
3945,the works will include the laying of natural stone pavements and the installation of underground heating and surface water drainage systems 
3946,there have not been previous share subscriptions with stock options 
3947,these new units will be built at cargotec s state of the art manufacturing facility in san antonio texas usa which started operations in 
3948,these share transactions are part of the company s strategy of relinquishing assets that are not part of its core business 
3949,these six agreements are the company s first customer acquisitions in india since taking over tvs electronics contract manufacturing facility in jun 
3950,this could be any of us at any time she said 
3951,this order when delivered will bring the total output of electricity in italy generated by wartsila equipment to more than mw 
3952,this rating from am best is the highest among the cis countries central and eastern europe 
3953,this wood lacquered clock comes with a stripy handcrocheted cover 
3954,tikkurila acquired a majority stake in kolorit paints in the autumn of 
3955,to see a slide show of all the newest product releases from fiskars 
3956,total value of the contract is about eur mn 
3957,trading under the name velta uk a former uponor brand the company has been uponor s longterm partner in supplying veltabranded systems particularly for the commercial and industrial building sector in the uk and internationally 
3958,tulikivi manufactures heatretaining soapstone and ceramic fireplaces as well as natural stone products and utility ceramics 
3959,tvo s twounit mw olkiluoto plant generated twh with an operating ratio across both reactors of which the company described as high by international standards 
3960,tyrvæinen is of the opinion that the airline has been repeating this for some time already however 
3961,under finnish law parliament grants licences to build nuclear power plants 
3962,under the agreement larox will transfer employees within engineering and documentation related to delivery projects and product maintenance in finland to etteplan as of january 
3963,under the agreement benefon s forthcoming range of twig integrated gps navigation and mobile phone devices will use the jointly developed webbased tracking and location technology in both consumer and commercial applications 
3964,under the terms of the agreement bunge will acquire raisio s keiju makuisa and pyszny duet brands and manufacturing plants in finland and poland 
3965,under the transaction agreement metsaliitto will purchase of metsabotnia s shares from upm and from mreal 
3966,underground parking facilities will also be built on the basement floor 
3967,unit prices for straddle carriers vary between eur and eur the company added 
3968,unlisted british biologicals makes b and d proteins and other diseasespecific supplements that cover diabetes hepatitis asthma and other cardiovascular ailments 
